166,64,52,50
180,104,55,60
166,156,59,65
93,111,51,70
71,102,60,75
45,81,55,80
35,80,51,85
166,64,52,50
180,104,55,60
166,156,59,65
93,111,51,70
71,102,60,75
45,81,55,80
35,80,51,85
166,64,52,50
180,104,55,60
166,156,59,65
93,111,51,70
71,102,60,75
45,81,55,80
35,80,51,85
